rep,algo,size,R,block,section,dur
0,gpu-v2,64000000,3000,512,kernel,2.184121e-01
0,gpu-v3,64000000,3000,512,total,2.048866e-01
0,gpu-v3,64000000,3000,512,kernel,1.200557e-01
0,gpu-v1,64000000,3000,1024,total,2.967874e-01
0,gpu-v1,64000000,3000,1024,kernel,2.102920e-01
0,gpu-v2,64000000,3000,1024,total,3.248668e-01
0,gpu-v2,64000000,3000,1024,kernel,2.331004e-01
0,gpu-v3,64000000,3000,1024,total,2.369708e-01
0,gpu-v3,64000000,3000,1024,kernel,1.248030e-01
1,cpu,1000,3,,,5.907000e-06
1,gpu-v1,1000,3,32,total,4.723232e-03
1,gpu-v1,1000,3,32,kernel,7.168000e-06
1,gpu-v2,1000,3,32,total,3.282560e-04
1,gpu-v2,1000,3,32,kernel,7.168000e-06
1,gpu-v3,1000,3,32,total,3.111680e-04
1,gpu-v3,1000,3,32,kernel,7.168000e-06
1,gpu-v1,1000,3,64,total,3.049280e-04
1,gpu-v1,1000,3,64,kernel,5.120000e-06
1,gpu-v2,1000,3,64,total,3.054400e-04
1,gpu-v2,1000,3,64,kernel,7.168000e-06
1,gpu-v3,1000,3,64,total,3.009280e-04
1,gpu-v3,1000,3,64,kernel,6.208000e-06
1,gpu-v1,1000,3,128,total,2.974720e-04
1,gpu-v1,1000,3,128,kernel,5.120000e-06
1,gpu-v2,1000,3,128,total,3.262080e-04
1,gpu-v2,1000,3,128,kernel,9.216001e-06
1,gpu-v3,1000,3,128,total,3.043520e-04
1,gpu-v3,1000,3,128,kernel,7.168000e-06
1,gpu-v1,1000,3,192,total,2.864960e-04
1,gpu-v1,1000,3,192,kernel,6.144000e-06
1,gpu-v2,1000,3,192,total,2.947520e-04
1,gpu-v2,1000,3,192,kernel,1.331200e-05
1,gpu-v3,1000,3,192,total,2.845440e-04
1,gpu-v3,1000,3,192,kernel,7.072000e-06
1,gpu-v1,1000,3,256,total,2.848320e-04
1,gpu-v1,1000,3,256,kernel,5.120000e-06
1,gpu-v2,1000,3,256,total,2.939200e-04
1,gpu-v2,1000,3,256,kernel,1.536000e-05
1,gpu-v3,1000,3,256,total,2.855040e-04
1,gpu-v3,1000,3,256,kernel,7.168000e-06
1,gpu-v1,1000,3,512,total,2.857280e-04
1,gpu-v1,1000,3,512,kernel,6.144000e-06
1,gpu-v2,1000,3,512,total,3.213760e-04
1,gpu-v2,1000,3,512,kernel,3.993600e-05
1,gpu-v3,1000,3,512,total,2.890240e-04
1,gpu-v3,1000,3,512,kernel,8.128000e-06
1,gpu-v1,1000,3,1024,total,3.411008e-03
1,gpu-v1,1000,3,1024,kernel,6.144000e-06
1,gpu-v2,1000,3,1024,total,4.570560e-04
1,gpu-v2,1000,3,1024,kernel,1.341440e-04
1,gpu-v3,1000,3,1024,total,3.238080e-04
1,gpu-v3,1000,3,1024,kernel,7.168000e-06
1,cpu,1000,30,,,6.009200e-05
1,gpu-v1,1000,30,32,total,3.147200e-04
1,gpu-v1,1000,30,32,kernel,7.168000e-06
1,gpu-v2,1000,30,32,total,3.318080e-04
1,gpu-v2,1000,30,32,kernel,7.168000e-06
1,gpu-v3,1000,30,32,total,3.147200e-04
1,gpu-v3,1000,30,32,kernel,7.168000e-06
1,gpu-v1,1000,30,64,total,3.021440e-04
1,gpu-v1,1000,30,64,kernel,7.168000e-06
1,gpu-v2,1000,30,64,total,2.940160e-04
1,gpu-v2,1000,30,64,kernel,7.168000e-06
1,gpu-v3,1000,30,64,total,2.851520e-04
1,gpu-v3,1000,30,64,kernel,6.144000e-06
1,gpu-v1,1000,30,128,total,2.843520e-04
1,gpu-v1,1000,30,128,kernel,7.168000e-06
1,gpu-v2,1000,30,128,total,2.968960e-04
1,gpu-v2,1000,30,128,kernel,9.152000e-06
1,gpu-v3,1000,30,128,total,3.642976e-03
1,gpu-v3,1000,30,128,kernel,6.272000e-06
1,gpu-v1,1000,30,192,total,3.780800e-03
1,gpu-v1,1000,30,192,kernel,9.152000e-06
1,gpu-v2,1000,30,192,total,4.083840e-04
1,gpu-v2,1000,30,192,kernel,1.433600e-05
1,gpu-v3,1000,30,192,total,3.880000e-04
1,gpu-v3,1000,30,192,kernel,8.192000e-06
1,gpu-v1,1000,30,256,total,3.856000e-04
1,gpu-v1,1000,30,256,kernel,8.192000e-06
1,gpu-v2,1000,30,256,total,3.908480e-04
1,gpu-v2,1000,30,256,kernel,1.740800e-05
1,gpu-v3,1000,30,256,total,3.708160e-04
1,gpu-v3,1000,30,256,kernel,8.192000e-06
1,gpu-v1,1000,30,512,total,3.829120e-04
1,gpu-v1,1000,30,512,kernel,1.945600e-05
1,gpu-v2,1000,30,512,total,3.998720e-04
1,gpu-v2,1000,30,512,kernel,3.993600e-05
1,gpu-v3,1000,30,512,total,3.668480e-04
1,gpu-v3,1000,30,512,kernel,1.228800e-05
1,gpu-v1,1000,30,1024,total,3.608960e-04
1,gpu-v1,1000,30,1024,kernel,8.192000e-06
1,gpu-v2,1000,30,1024,total,4.891520e-04
1,gpu-v2,1000,30,1024,kernel,1.350720e-04
1,gpu-v3,1000,30,1024,total,3.596160e-04
1,gpu-v3,1000,30,1024,kernel,9.216001e-06
1,cpu,1000,300,,,8.615530e-04
1,gpu-v1,1000,300,32,total,3.387776e-03
1,gpu-v1,1000,300,32,kernel,2.560000e-05
1,gpu-v2,1000,300,32,total,4.838496e-03
1,gpu-v2,1000,300,32,kernel,1.638400e-05
1,gpu-v3,1000,300,32,total,3.178240e-04
1,gpu-v3,1000,300,32,kernel,1.638400e-05
1,gpu-v1,1000,300,64,total,3.966720e-04
1,gpu-v1,1000,300,64,kernel,2.355200e-05
1,gpu-v2,1000,300,64,total,3.811008e-03
1,gpu-v2,1000,300,64,kernel,1.523200e-05
1,gpu-v3,1000,300,64,total,3.371200e-04
1,gpu-v3,1000,300,64,kernel,1.331200e-05
1,gpu-v1,1000,300,128,total,4.377600e-04
1,gpu-v1,1000,300,128,kernel,2.460800e-05
1,gpu-v2,1000,300,128,total,4.442240e-04
1,gpu-v2,1000,300,128,kernel,1.635200e-05
1,gpu-v3,1000,300,128,total,2.363104e-03
1,gpu-v3,1000,300,128,kernel,1.331200e-05
1,gpu-v1,1000,300,192,total,5.163520e-04
1,gpu-v1,1000,300,192,kernel,2.560000e-05
1,gpu-v2,1000,300,192,total,4.543680e-04
1,gpu-v2,1000,300,192,kernel,2.048000e-05
1,gpu-v3,1000,300,192,total,4.347200e-04
1,gpu-v3,1000,300,192,kernel,1.331200e-05
1,gpu-v1,1000,300,256,total,4.698560e-04
1,gpu-v1,1000,300,256,kernel,2.752000e-05
1,gpu-v2,1000,300,256,total,4.544960e-04
1,gpu-v2,1000,300,256,kernel,2.355200e-05
1,gpu-v3,1000,300,256,total,4.360640e-04
1,gpu-v3,1000,300,256,kernel,1.536000e-05
1,gpu-v1,1000,300,512,total,4.444160e-04
1,gpu-v1,1000,300,512,kernel,2.764800e-05
1,gpu-v2,1000,300,512,total,2.572064e-03
1,gpu-v2,1000,300,512,kernel,4.105600e-05
1,gpu-v3,1000,300,512,total,3.319680e-04
1,gpu-v3,1000,300,512,kernel,1.945600e-05
1,gpu-v1,1000,300,1024,total,3.273600e-04
1,gpu-v1,1000,300,1024,kernel,3.270400e-05
1,gpu-v2,1000,300,1024,total,4.237120e-04
1,gpu-v2,1000,300,1024,kernel,1.341440e-04
1,gpu-v3,1000,300,1024,total,3.112640e-04
1,gpu-v3,1000,300,1024,kernel,2.662400e-05
1,gpu-v1,1000,3000,32,total,3.894720e-04
1,gpu-v1,1000,3000,32,kernel,9.830400e-05
1,gpu-v2,1000,3000,32,total,4.002880e-04
1,gpu-v2,1000,3000,32,kernel,8.089600e-05
1,gpu-v3,1000,3000,32,total,3.979520e-04
1,gpu-v3,1000,3000,32,kernel,8.601600e-05
1,gpu-v1,1000,3000,64,total,4.017280e-04
1,gpu-v1,1000,3000,64,kernel,9.920001e-05
1,gpu-v2,1000,3000,64,total,3.613120e-04
1,gpu-v2,1000,3000,64,kernel,6.860800e-05
1,gpu-v3,1000,3000,64,total,3.448640e-04
1,gpu-v3,1000,3000,64,kernel,6.144000e-05
1,gpu-v1,1000,3000,128,total,3.839360e-04
1,gpu-v1,1000,3000,128,kernel,1.003520e-04
1,gpu-v2,1000,3000,128,total,3.479040e-04
1,gpu-v2,1000,3000,128,kernel,6.451200e-05
1,gpu-v3,1000,3000,128,total,3.292480e-04
1,gpu-v3,1000,3000,128,kernel,5.017600e-05
1,gpu-v1,1000,3000,192,total,3.840640e-04
1,gpu-v1,1000,3000,192,kernel,1.034240e-04
1,gpu-v2,1000,3000,192,total,3.749120e-04
1,gpu-v2,1000,3000,192,kernel,9.113600e-05
1,gpu-v3,1000,3000,192,total,3.288640e-04
1,gpu-v3,1000,3000,192,kernel,5.324800e-05
1,gpu-v1,1000,3000,256,total,3.914496e-03
1,gpu-v1,1000,3000,256,kernel,1.095680e-04
1,gpu-v2,1000,3000,256,total,4.667200e-04
1,gpu-v2,1000,3000,256,kernel,9.113600e-05
1,gpu-v3,1000,3000,256,total,3.718080e-04
1,gpu-v3,1000,3000,256,kernel,5.836800e-05
1,gpu-v1,1000,3000,512,total,4.405120e-04
1,gpu-v1,1000,3000,512,kernel,1.495040e-04
1,gpu-v2,1000,3000,512,total,4.379840e-04
1,gpu-v2,1000,3000,512,kernel,1.515520e-04
1,gpu-v3,1000,3000,512,total,3.777600e-04
1,gpu-v3,1000,3000,512,kernel,8.806400e-05
1,gpu-v1,1000,3000,1024,total,5.685120e-04
1,gpu-v1,1000,3000,1024,kernel,2.693120e-04
1,gpu-v2,1000,3000,1024,total,6.099840e-04
1,gpu-v2,1000,3000,1024,kernel,3.051520e-04
1,gpu-v3,1000,3000,1024,total,4.614080e-04
1,gpu-v3,1000,3000,1024,kernel,1.669120e-04
1,gpu-v1,1000000,3,32,total,9.156000e-03
1,gpu-v1,1000000,3,32,kernel,6.054400e-05
1,gpu-v2,1000000,3,32,total,1.995776e-03
1,gpu-v2,1000000,3,32,kernel,7.360000e-05
1,gpu-v3,1000000,3,32,total,4.074304e-03
1,gpu-v3,1000000,3,32,kernel,6.224000e-05
1,gpu-v1,1000000,3,64,total,1.616736e-03
1,gpu-v1,1000000,3,64,kernel,3.510400e-05
1,gpu-v2,1000000,3,64,total,1.704064e-03
1,gpu-v2,1000000,3,64,kernel,1.202880e-04
1,gpu-v3,1000000,3,64,total,1.555648e-03
1,gpu-v3,1000000,3,64,kernel,3.529600e-05
1,gpu-v1,1000000,3,128,total,1.078630e-02
1,gpu-v1,1000000,3,128,kernel,2.345600e-05
1,gpu-v2,1000000,3,128,total,5.527232e-03
1,gpu-v2,1000000,3,128,kernel,2.198400e-04
1,gpu-v3,1000000,3,128,total,1.874880e-03
1,gpu-v3,1000000,3,128,kernel,3.030400e-05
1,gpu-v1,1000000,3,192,total,1.855808e-03
1,gpu-v1,1000000,3,192,kernel,2.182400e-05
1,gpu-v2,1000000,3,192,total,4.985856e-03
1,gpu-v2,1000000,3,192,kernel,3.200640e-04
1,gpu-v3,1000000,3,192,total,1.795648e-03
1,gpu-v3,1000000,3,192,kernel,2.976000e-05
1,gpu-v1,1000000,3,256,total,1.759904e-03
1,gpu-v1,1000000,3,256,kernel,2.160000e-05
1,gpu-v2,1000000,3,256,total,2.159328e-03
1,gpu-v2,1000000,3,256,kernel,4.137600e-04
1,gpu-v3,1000000,3,256,total,4.387424e-03
1,gpu-v3,1000000,3,256,kernel,3.011200e-05
1,gpu-v1,1000000,3,512,total,4.574880e-03
1,gpu-v1,1000000,3,512,kernel,2.128000e-05
1,gpu-v2,1000000,3,512,total,2.366144e-03
1,gpu-v2,1000000,3,512,kernel,8.232000e-04
1,gpu-v3,1000000,3,512,total,1.548224e-03
1,gpu-v3,1000000,3,512,kernel,2.918400e-05
1,gpu-v1,1000000,3,1024,total,1.593280e-03
1,gpu-v1,1000000,3,1024,kernel,2.156800e-05
1,gpu-v2,1000000,3,1024,total,3.208992e-03
1,gpu-v2,1000000,3,1024,kernel,1.675104e-03
1,gpu-v3,1000000,3,1024,total,1.603072e-03
1,gpu-v3,1000000,3,1024,kernel,3.251200e-05
1,gpu-v1,1000000,30,32,total,1.587328e-03
1,gpu-v1,1000000,30,32,kernel,6.307200e-05
1,gpu-v2,1000000,30,32,total,3.324864e-03
1,gpu-v2,1000000,30,32,kernel,7.280000e-05
1,gpu-v3,1000000,30,32,total,1.610848e-03
1,gpu-v3,1000000,30,32,kernel,6.339200e-05
1,gpu-v1,1000000,30,64,total,1.623264e-03
1,gpu-v1,1000000,30,64,kernel,4.803200e-05
1,gpu-v2,1000000,30,64,total,6.430720e-03
1,gpu-v2,1000000,30,64,kernel,1.188160e-04
1,gpu-v3,1000000,30,64,total,1.641888e-03
1,gpu-v3,1000000,30,64,kernel,5.171200e-05
1,gpu-v1,1000000,30,128,total,1.588800e-03
1,gpu-v1,1000000,30,128,kernel,4.652800e-05
1,gpu-v2,1000000,30,128,total,1.755744e-03
1,gpu-v2,1000000,30,128,kernel,2.175680e-04
1,gpu-v3,1000000,30,128,total,5.334368e-03
1,gpu-v3,1000000,30,128,kernel,4.460800e-05
1,gpu-v1,1000000,30,192,total,1.593216e-03
1,gpu-v1,1000000,30,192,kernel,4.729600e-05
1,gpu-v2,1000000,30,192,total,1.917856e-03
1,gpu-v2,1000000,30,192,kernel,3.206080e-04
1,gpu-v3,1000000,30,192,total,1.567936e-03
1,gpu-v3,1000000,30,192,kernel,4.361600e-05
1,gpu-v1,1000000,30,256,total,1.575776e-03
1,gpu-v1,1000000,30,256,kernel,4.777600e-05
1,gpu-v2,1000000,30,256,total,1.929696e-03
1,gpu-v2,1000000,30,256,kernel,4.133440e-04
1,gpu-v3,1000000,30,256,total,1.589632e-03
1,gpu-v3,1000000,30,256,kernel,4.409600e-05
1,gpu-v1,1000000,30,512,total,1.561088e-03
1,gpu-v1,1000000,30,512,kernel,4.841600e-05
1,gpu-v2,1000000,30,512,total,2.373344e-03
1,gpu-v2,1000000,30,512,kernel,8.181760e-04
1,gpu-v3,1000000,30,512,total,5.511648e-03
1,gpu-v3,1000000,30,512,kernel,4.630400e-05
1,gpu-v1,1000000,30,1024,total,1.606752e-03
1,gpu-v1,1000000,30,1024,kernel,5.120000e-05
1,gpu-v2,1000000,30,1024,total,3.246592e-03
1,gpu-v2,1000000,30,1024,kernel,1.676832e-03
1,gpu-v3,1000000,30,1024,total,1.605856e-03
1,gpu-v3,1000000,30,1024,kernel,5.139200e-05
1,gpu-v1,1000000,300,32,total,1.915456e-03
1,gpu-v1,1000000,300,32,kernel,3.819840e-04
1,gpu-v2,1000000,300,32,total,1.981120e-03
1,gpu-v2,1000000,300,32,kernel,4.080640e-04
1,gpu-v3,1000000,300,32,total,1.831680e-03
1,gpu-v3,1000000,300,32,kernel,3.085120e-04
1,gpu-v1,1000000,300,64,total,1.954144e-03
1,gpu-v1,1000000,300,64,kernel,3.559360e-04
1,gpu-v2,1000000,300,64,total,1.933504e-03
1,gpu-v2,1000000,300,64,kernel,4.022720e-04
1,gpu-v3,1000000,300,64,total,1.784576e-03
1,gpu-v3,1000000,300,64,kernel,2.448320e-04
1,gpu-v1,1000000,300,128,total,1.881184e-03
1,gpu-v1,1000000,300,128,kernel,3.533440e-04
1,gpu-v2,1000000,300,128,total,5.184960e-03
1,gpu-v2,1000000,300,128,kernel,4.904960e-04
1,gpu-v3,1000000,300,128,total,1.789120e-03
1,gpu-v3,1000000,300,128,kernel,2.317120e-04
1,gpu-v1,1000000,300,192,total,1.893248e-03
1,gpu-v1,1000000,300,192,kernel,3.552000e-04
1,gpu-v2,1000000,300,192,total,2.046080e-03
1,gpu-v2,1000000,300,192,kernel,5.251200e-04
1,gpu-v3,1000000,300,192,total,1.751840e-03
1,gpu-v3,1000000,300,192,kernel,2.302720e-04
1,gpu-v1,1000000,300,256,total,1.937024e-03
1,gpu-v1,1000000,300,256,kernel,3.582720e-04
1,gpu-v2,1000000,300,256,total,2.218784e-03
1,gpu-v2,1000000,300,256,kernel,6.935360e-04
1,gpu-v3,1000000,300,256,total,1.766592e-03
1,gpu-v3,1000000,300,256,kernel,2.411200e-04
1,gpu-v1,1000000,300,512,total,1.868064e-03
1,gpu-v1,1000000,300,512,kernel,3.549120e-04
1,gpu-v2,1000000,300,512,total,5.535584e-03
1,gpu-v2,1000000,300,512,kernel,8.226240e-04
1,gpu-v3,1000000,300,512,total,1.823648e-03
1,gpu-v3,1000000,300,512,kernel,2.753600e-04
1,gpu-v1,1000000,300,1024,total,1.898784e-03
1,gpu-v1,1000000,300,1024,kernel,3.681280e-04
1,gpu-v2,1000000,300,1024,total,3.247808e-03
1,gpu-v2,1000000,300,1024,kernel,1.672864e-03
1,gpu-v3,1000000,300,1024,total,1.815488e-03
1,gpu-v3,1000000,300,1024,kernel,2.712960e-04
1,gpu-v1,1000000,3000,32,total,5.439072e-03
1,gpu-v1,1000000,3000,32,kernel,3.514176e-03
1,gpu-v2,1000000,3000,32,total,5.097536e-03
1,gpu-v2,1000000,3000,32,kernel,3.547296e-03
1,gpu-v3,1000000,3000,32,total,7.342400e-03
1,gpu-v3,1000000,3000,32,kernel,2.721984e-03
1,gpu-v1,1000000,3000,64,total,7.812224e-03
1,gpu-v1,1000000,3000,64,kernel,3.450240e-03
1,gpu-v2,1000000,3000,64,total,4.934240e-03
1,gpu-v2,1000000,3000,64,kernel,3.387584e-03
1,gpu-v3,1000000,3000,64,total,3.732640e-03
1,gpu-v3,1000000,3000,64,kernel,2.183296e-03
1,gpu-v1,1000000,3000,128,total,5.057856e-03
1,gpu-v1,1000000,3000,128,kernel,3.481280e-03
1,gpu-v2,1000000,3000,128,total,5.995840e-03
1,gpu-v2,1000000,3000,128,kernel,3.386016e-03
1,gpu-v3,1000000,3000,128,total,3.536928e-03
1,gpu-v3,1000000,3000,128,kernel,1.976960e-03
1,gpu-v1,1000000,3000,192,total,9.207552e-03
1,gpu-v1,1000000,3000,192,kernel,3.468800e-03
1,gpu-v2,1000000,3000,192,total,6.853056e-03
1,gpu-v2,1000000,3000,192,kernel,3.607264e-03
1,gpu-v3,1000000,3000,192,total,3.499936e-03
1,gpu-v3,1000000,3000,192,kernel,1.955040e-03
1,gpu-v1,1000000,3000,256,total,9.968865e-03
1,gpu-v1,1000000,3000,256,kernel,3.480320e-03
1,gpu-v2,1000000,3000,256,total,7.608032e-03
1,gpu-v2,1000000,3000,256,kernel,3.475776e-03
1,gpu-v3,1000000,3000,256,total,3.521216e-03
1,gpu-v3,1000000,3000,256,kernel,1.965920e-03
1,gpu-v1,1000000,3000,512,total,7.508768e-03
1,gpu-v1,1000000,3000,512,kernel,3.430912e-03
1,gpu-v2,1000000,3000,512,total,5.211392e-03
1,gpu-v2,1000000,3000,512,kernel,3.645536e-03
1,gpu-v3,1000000,3000,512,total,3.493408e-03
1,gpu-v3,1000000,3000,512,kernel,1.936800e-03
1,gpu-v1,1000000,3000,1024,total,5.088416e-03
1,gpu-v1,1000000,3000,1024,kernel,3.516128e-03
1,gpu-v2,1000000,3000,1024,total,7.161920e-03
1,gpu-v2,1000000,3000,1024,kernel,3.887392e-03
1,gpu-v3,1000000,3000,1024,total,3.640128e-03
1,gpu-v3,1000000,3000,1024,kernel,2.085088e-03
1,gpu-v1,64000000,3,32,total,8.134460e-02
1,gpu-v1,64000000,3,32,kernel,3.245824e-03
1,gpu-v2,64000000,3,32,total,9.527290e-02
1,gpu-v2,64000000,3,32,kernel,3.962016e-03
1,gpu-v3,64000000,3,32,total,9.349059e-02
1,gpu-v3,64000000,3,32,kernel,3.247936e-03
1,gpu-v1,64000000,3,64,total,8.969972e-02
1,gpu-v1,64000000,3,64,kernel,1.630848e-03
1,gpu-v2,64000000,3,64,total,9.411136e-02
1,gpu-v2,64000000,3,64,kernel,6.932192e-03
1,gpu-v3,64000000,3,64,total,8.911795e-02
1,gpu-v3,64000000,3,64,kernel,1.632384e-03
1,gpu-v1,64000000,3,128,total,8.815926e-02
1,gpu-v1,64000000,3,128,kernel,9.064640e-04
1,gpu-v2,64000000,3,128,total,1.002345e-01
1,gpu-v2,64000000,3,128,kernel,1.317030e-02
1,gpu-v3,64000000,3,128,total,8.848093e-02
1,gpu-v3,64000000,3,128,kernel,1.326112e-03
1,gpu-v1,64000000,3,192,total,9.155046e-02
1,gpu-v1,64000000,3,192,kernel,9.107200e-04
1,gpu-v2,64000000,3,192,total,1.827740e-01
1,gpu-v2,64000000,3,192,kernel,1.946950e-02
1,gpu-v3,64000000,3,192,total,8.881363e-02
1,gpu-v3,64000000,3,192,kernel,1.367840e-03
1,gpu-v1,64000000,3,256,total,8.962915e-02
1,gpu-v1,64000000,3,256,kernel,9.151040e-04
1,gpu-v2,64000000,3,256,total,1.128621e-01
1,gpu-v2,64000000,3,256,kernel,2.569222e-02
1,gpu-v3,64000000,3,256,total,8.882774e-02
1,gpu-v3,64000000,3,256,kernel,1.301440e-03
1,gpu-v1,64000000,3,512,total,9.466355e-02
1,gpu-v1,64000000,3,512,kernel,9.104960e-04
1,gpu-v2,64000000,3,512,total,1.440934e-01
1,gpu-v2,64000000,3,512,kernel,5.064733e-02
1,gpu-v3,64000000,3,512,total,8.892500e-02
1,gpu-v3,64000000,3,512,kernel,1.342752e-03
1,gpu-v1,64000000,3,1024,total,9.155340e-02
1,gpu-v1,64000000,3,1024,kernel,9.131520e-04
1,gpu-v2,64000000,3,1024,total,1.932053e-01
1,gpu-v2,64000000,3,1024,kernel,1.001203e-01
1,gpu-v3,64000000,3,1024,total,9.405168e-02
1,gpu-v3,64000000,3,1024,kernel,1.470336e-03
1,gpu-v1,64000000,30,32,total,9.365811e-02
1,gpu-v1,64000000,30,32,kernel,3.338880e-03
1,gpu-v2,64000000,30,32,total,9.360634e-02
1,gpu-v2,64000000,30,32,kernel,3.964960e-03
1,gpu-v3,64000000,30,32,total,9.071923e-02
1,gpu-v3,64000000,30,32,kernel,3.278432e-03
1,gpu-v1,64000000,30,64,total,8.961120e-02
1,gpu-v1,64000000,30,64,kernel,2.414016e-03
1,gpu-v2,64000000,30,64,total,9.600244e-02
1,gpu-v2,64000000,30,64,kernel,6.931968e-03
1,gpu-v3,64000000,30,64,total,9.051232e-02
1,gpu-v3,64000000,30,64,kernel,2.624384e-03
1,gpu-v1,64000000,30,128,total,9.041603e-02
1,gpu-v1,64000000,30,128,kernel,2.388192e-03
1,gpu-v2,64000000,30,128,total,1.034517e-01
1,gpu-v2,64000000,30,128,kernel,1.316986e-02
1,gpu-v3,64000000,30,128,total,8.969299e-02
1,gpu-v3,64000000,30,128,kernel,2.267712e-03
1,gpu-v1,64000000,30,192,total,8.976477e-02
1,gpu-v1,64000000,30,192,kernel,2.383712e-03
1,gpu-v2,64000000,30,192,total,1.073582e-01
1,gpu-v2,64000000,30,192,kernel,1.944618e-02
1,gpu-v3,64000000,30,192,total,8.962928e-02
1,gpu-v3,64000000,30,192,kernel,2.203296e-03
1,gpu-v1,64000000,30,256,total,9.510749e-02
1,gpu-v1,64000000,30,256,kernel,2.386464e-03
1,gpu-v2,64000000,30,256,total,1.691231e-01
1,gpu-v2,64000000,30,256,kernel,2.568336e-02
1,gpu-v3,64000000,30,256,total,8.739076e-02
1,gpu-v3,64000000,30,256,kernel,2.199648e-03
1,gpu-v1,64000000,30,512,total,8.977424e-02
1,gpu-v1,64000000,30,512,kernel,2.440480e-03
1,gpu-v2,64000000,30,512,total,1.383339e-01
1,gpu-v2,64000000,30,512,kernel,5.064470e-02
1,gpu-v3,64000000,30,512,total,9.288583e-02
1,gpu-v3,64000000,30,512,kernel,2.300704e-03
1,gpu-v1,64000000,30,1024,total,8.846682e-02
1,gpu-v1,64000000,30,1024,kernel,2.563392e-03
1,gpu-v2,64000000,30,1024,total,1.875136e-01
1,gpu-v2,64000000,30,1024,kernel,1.001076e-01
1,gpu-v3,64000000,30,1024,total,9.341296e-02
1,gpu-v3,64000000,30,1024,kernel,2.654400e-03
1,gpu-v1,64000000,300,32,total,1.110234e-01
1,gpu-v1,64000000,300,32,kernel,2.367251e-02
1,gpu-v2,64000000,300,32,total,1.193405e-01
1,gpu-v2,64000000,300,32,kernel,2.502525e-02
1,gpu-v3,64000000,300,32,total,1.060626e-01
1,gpu-v3,64000000,300,32,kernel,1.875466e-02
1,gpu-v1,64000000,300,64,total,1.056951e-01
1,gpu-v1,64000000,300,64,kernel,2.139626e-02
1,gpu-v2,64000000,300,64,total,1.146115e-01
1,gpu-v2,64000000,300,64,kernel,2.461277e-02
1,gpu-v3,64000000,300,64,total,1.021805e-01
1,gpu-v3,64000000,300,64,kernel,1.476736e-02
1,gpu-v1,64000000,300,128,total,1.087489e-01
1,gpu-v1,64000000,300,128,kernel,2.137949e-02
1,gpu-v2,64000000,300,128,total,1.191252e-01
1,gpu-v2,64000000,300,128,kernel,3.032090e-02
1,gpu-v3,64000000,300,128,total,1.257834e-01
1,gpu-v3,64000000,300,128,kernel,1.388272e-02
1,gpu-v1,64000000,300,192,total,1.066655e-01
1,gpu-v1,64000000,300,192,kernel,2.135632e-02
1,gpu-v2,64000000,300,192,total,1.195232e-01
1,gpu-v2,64000000,300,192,kernel,3.231872e-02
1,gpu-v3,64000000,300,192,total,1.062940e-01
1,gpu-v3,64000000,300,192,kernel,1.389981e-02
1,gpu-v1,64000000,300,256,total,1.094237e-01
1,gpu-v1,64000000,300,256,kernel,2.133942e-02
1,gpu-v2,64000000,300,256,total,1.299328e-01
1,gpu-v2,64000000,300,256,kernel,4.259949e-02
1,gpu-v3,64000000,300,256,total,1.016195e-01
1,gpu-v3,64000000,300,256,kernel,1.439363e-02
1,gpu-v1,64000000,300,512,total,1.878511e-01
1,gpu-v1,64000000,300,512,kernel,2.126563e-02
1,gpu-v2,64000000,300,512,total,1.650934e-01
1,gpu-v2,64000000,300,512,kernel,5.066131e-02
1,gpu-v3,64000000,300,512,total,1.091770e-01
1,gpu-v3,64000000,300,512,kernel,1.652890e-02
1,gpu-v1,64000000,300,1024,total,1.147421e-01
1,gpu-v1,64000000,300,1024,kernel,2.146819e-02
1,gpu-v2,64000000,300,1024,total,1.877732e-01
1,gpu-v2,64000000,300,1024,kernel,1.001135e-01
1,gpu-v3,64000000,300,1024,total,1.083263e-01
1,gpu-v3,64000000,300,1024,kernel,1.563530e-02
1,gpu-v1,64000000,3000,32,total,3.011571e-01
1,gpu-v1,64000000,3000,32,kernel,2.154763e-01
1,gpu-v2,64000000,3000,32,total,3.134018e-01
1,gpu-v2,64000000,3000,32,kernel,2.217844e-01
1,gpu-v3,64000000,3000,32,total,2.595835e-01
1,gpu-v3,64000000,3000,32,kernel,1.701248e-01
1,gpu-v1,64000000,3000,64,total,2.993323e-01
1,gpu-v1,64000000,3000,64,kernel,2.113108e-01
1,gpu-v2,64000000,3000,64,total,2.979390e-01
1,gpu-v2,64000000,3000,64,kernel,2.102010e-01
1,gpu-v3,64000000,3000,64,total,2.238110e-01
1,gpu-v3,64000000,3000,64,kernel,1.353983e-01
1,gpu-v1,64000000,3000,128,total,2.985812e-01
1,gpu-v1,64000000,3000,128,kernel,2.113132e-01
1,gpu-v2,64000000,3000,128,total,2.977292e-01
1,gpu-v2,64000000,3000,128,kernel,2.103284e-01
1,gpu-v3,64000000,3000,128,total,2.739803e-01
1,gpu-v3,64000000,3000,128,kernel,1.235157e-01
1,gpu-v1,64000000,3000,192,total,2.983671e-01
1,gpu-v1,64000000,3000,192,kernel,2.109720e-01
1,gpu-v2,64000000,3000,192,total,3.070104e-01
1,gpu-v2,64000000,3000,192,kernel,2.195011e-01
1,gpu-v3,64000000,3000,192,total,2.098120e-01
1,gpu-v3,64000000,3000,192,kernel,1.221878e-01
1,gpu-v1,64000000,3000,256,total,2.990811e-01
